date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-04-13,,,,1903323.0,
2020-04-14,,,,1901183.0,
2020-04-15,,,,1866211.0,
2020-04-16,,,,1866211.0,
2020-04-17,,,,1878805.0,
2020-04-20,,,,1886335.0,
2020-04-21,,,,1878032.0,
2020-04-22,,,,1864372.0,
2020-04-23,,,,1864312.0,
2020-04-24,,,,1848196.0,
2020-04-27,,,,1848347.0,
2020-04-28,,,,1849597.0,
2020-04-29,,,,1846989.0,
2020-04-30,,,,1820363.0,
2020-05-01,,,,1819813.0,
2020-05-04,,,,1818813.0,
2020-05-05,,,,1806789.0,
2020-05-06,,,,1804141.0,
2020-05-07,,,,1803296.0,
2020-05-08,,,,1807566.0,
2020-05-11,,,,1804532.0,
2020-05-12,,,,1801768.0,
2020-05-13,,,,1790136.0,
2020-05-14,,,,1790136.0,
2020-05-15,,,,1789541.0,
2020-05-18,,,,1791476.0,
2020-05-19,,,,1793953.0,
2020-05-20,,,,1790573.0,
2020-05-21,,,,1790305.0,
2020-05-22,,,,1790305.0,
2020-05-26,,,,1786326.0,
2020-05-27,,,,1778195.0,
2020-05-28,,,,1774243.0,
2020-05-29,,,,1760608.0,
2020-06-01,,,,1759966.0,
2020-06-02,,,,1759806.0,
2020-06-03,,,,1745659.0,
2020-06-04,,,,1745411.0,
2020-06-05,,,,1744586.0,
2020-06-08,,,,1740933.0,
2020-06-09,,,,1733968.0,
2020-06-10,,,,1697037.0,
2020-06-11,,,,1682084.0,
2020-06-12,,,,1673403.0,
2020-06-15,,,,1667630.0,
2020-06-16,,,,1670504.0,
2020-06-17,,,,1668120.0,
2020-06-18,,,,1661336.0,
2020-06-19,,,,1663586.0,
2020-06-22,,,,1667019.0,
2020-06-23,,,,1670081.0,
2020-06-24,,,,1665883.0,
2020-06-25,,,,1663243.0,
2020-06-26,,,,1662571.0,
2020-06-29,,,,1653238.0,
2020-06-30,,,,1652630.0,
2020-07-01,,,,1653782.0,
2020-07-02,,,,1656047.0,
2020-07-06,,,,1652064.0,
2020-07-07,,,,1652102.0,
2020-07-08,,,,1635523.0,
2020-07-09,,,,1637298.0,
2020-07-10,,,,1620980.0,
2020-07-13,,,,1621333.0,
2020-07-14,,,,1621333.0,
2020-07-15,,,,1623408.0,
2020-07-16,,,,1615196.0,
2020-07-17,,,,1598597.0,
2020-07-20,,,,1594082.0,
2020-07-21,,,,1598207.0,
2020-07-22,,,,1597932.0,
2020-07-23,,,,1597932.0,
2020-07-24,,,,1597752.0,
2020-07-27,,,,1597752.0,
2020-07-28,,,,1597688.0,
2020-07-29,,,,1598138.0,
2020-07-30,,,,1594963.0,
2020-07-31,,,,1594629.0,
2020-08-03,,,,1587591.0,
2020-08-04,,,,1537642.0,
2020-08-05,,,,1523039.0,
2020-08-06,,,,1502242.0,
2020-08-07,,,,1467801.0,
2020-08-10,,,,1437205.0,
2020-08-11,,,,1417060.0,
2020-08-12,,,,1412509.0,
2020-08-13,,,,1391755.0,
2020-08-14,,,,1389892.0,
2020-08-17,,,,1368340.0,
2020-08-18,,,,1362762.0,
2020-08-19,,,,1354198.0,
2020-08-20,,,,1353450.0,
2020-08-21,,,,1337492.0,
2020-08-24,,,,1318444.0,
2020-08-25,,,,1307523.0,
2020-08-26,,,,1307150.0,
2020-08-27,,,,1287647.0,
2020-08-28,,,,1272404.0,
2020-08-31,,,,1233666.0,
2020-09-01,,,,1231742.0,
2020-09-02,,,,1210011.0,
2020-09-03,,,,1192429.0,
2020-09-04,,,,1180389.0,
2020-09-08,,,,1180139.0,
2020-09-09,,,,1152058.0,
2020-09-10,,,,1133161.0,
2020-09-11,,,,1117401.0,
2020-09-14,,,,1117471.0,
2020-09-15,,,,1116921.0,
2020-09-16,,,,1116966.0,
2020-09-17,,,,1116966.0,
2020-09-18,,,,1109341.0,
2020-09-21,,,,1108791.0,
2020-09-22,,,,1105788.0,
2020-09-23,,,,1104688.0,
2020-09-24,,,,1103566.0,
2020-09-25,,,,1102436.0,
2020-09-28,,,,1101886.0,
2020-09-29,,,,1099928.0,
2020-09-30,,,,1099389.0,
2020-10-01,,,,1098464.0,
2020-10-02,,,,1096224.0,
2020-10-05,,,,1096224.0,
2020-10-06,,,,1097998.0,
2020-10-07,,,,1096559.0,
2020-10-08,,,,1098459.0,
2020-10-09,,,,1098459.0,
2020-10-12,,,,1099665.0,
2020-10-13,,,,1099630.0,
2020-10-14,,,,1107170.0,
2020-10-15,,,,1116042.0,
2020-10-16,,,,1119923.0,
2020-10-19,,,,1119923.0,
2020-10-20,,,,1123898.0,
2020-10-21,,,,1127470.0,
2020-10-22,,,,1131030.0,
2020-10-23,,,,1129030.0,
2020-10-26,,,,1128560.0,
2020-10-27,,,,1141334.0,
2020-10-28,,,,1146813.0,
2020-10-29,,,,1149043.0,
2020-10-30,,,,1148725.0,
2020-11-02,,,,1152585.0,
2020-11-03,,,,1152585.0,
2020-11-04,,,,1152585.0,
2020-11-05,,,,1160439.0,
2020-11-06,,,,1170434.0,
2020-11-09,,,,1179789.0,
2020-11-10,,,,1185869.0,
2020-11-11,,,,1192616.0,
2020-11-12,,,,1192586.0,
2020-11-13,,,,1197512.0,
2020-11-16,,,,1200762.0,
2020-11-17,,,,1206686.0,
2020-11-18,,,,1222886.0,
2020-11-19,,,,1229956.0,
2020-11-20,,,,1235915.0,
2020-11-23,,,,1237333.0,
2020-11-24,,,,1247191.0,
2020-11-25,,,,1246345.0,
2020-11-27,,,,1244937.0,
2020-11-30,,,,1244111.0,
2020-12-01,,,,1260475.0,
2020-12-02,,,,1273120.0,
2020-12-03,,,,1291796.0,
2020-12-04,,,,1293893.0,
2020-12-07,,,,1298868.0,
2020-12-08,,,,1312843.0,
2020-12-09,,,,1316135.0,
2020-12-10,,,,1313995.0,
2020-12-11,,,,1323814.0,
2020-12-14,,,,1335059.0,
2020-12-15,,,,1356542.0,
2020-12-16,,,,1375622.0,
2020-12-17,,,,1371566.0,
2020-12-18,,,,1370191.0,
2020-12-21,,,,1373816.0,
2020-12-22,,,,1382686.0,
2020-12-23,,,,1396501.0,
2020-12-24,,,,1396226.0,
2020-12-28,,,,1401139.0,
2020-12-29,,,,1426169.0,
2020-12-30,,,,1420202.0,
2020-12-31,,,,1419902.0,
2021-01-04,,,,1427057.0,
2021-01-05,,,,1449798.0,
2021-01-06,,,,1458773.0,
2021-01-07,,,,1467023.0,
2021-01-08,,,,1484998.0,
2021-01-11,,,,1497338.0,
2021-01-12,,,,1516893.0,
2021-01-13,,,,1515479.0,
2021-01-14,,,,1527902.0,
2021-01-15,,,,1519310.0,
2021-01-18,,,,1527991.0,
2021-01-19,,,,1542125.0,
2021-01-20,,,,1556920.0,
2021-01-21,,,,1571125.0,
2021-01-22,,,,1588980.0,
2021-01-25,,,,1602404.0,
2021-01-26,,,,1609775.0,
2021-01-27,,,,1617376.0,
2021-01-28,,,,1618809.0,
2021-01-29,,,,1622191.0,
2021-02-01,,,,1618785.0,
2021-02-02,,,,1615535.0,
2021-02-03,,,,1621180.0,
2021-02-04,,,,1638515.0,
2021-02-05,,,,1652245.0,
2021-02-08,,,,1662830.0,
2021-02-09,,,,1675880.0,
2021-02-10,,,,1688231.0,
2021-02-11,,,,1706555.0,
2021-02-12,,,,1715133.0,
2021-02-15,,,,1720253.0,
2021-02-16,,,,1724480.0,
2021-02-17,,,,1739310.0,
2021-02-18,,,,1736174.0,
2021-02-19,,,,1733624.0,
2021-02-22,,,,1739391.0,
2021-02-23,,,,1757390.0,
2021-02-24,,,,1764474.0,
2021-02-25,,,,1762415.0,
2021-02-26,,,,1771916.0,
2021-03-01,,,,1784441.0,
2021-03-02,,,,1786190.0,
2021-03-03,,,,1790051.0,
2021-03-04,,,,1797622.0,
2021-03-05,,,,1806933.0,
2021-03-08,,,,1815568.0,
2021-03-09,,,,1827663.0,
2021-03-10,,,,1831143.0,
2021-03-11,,,,1836918.0,
2021-03-12,,,,1836409.0,
2021-03-15,,,,1834729.0,
2021-03-16,,,,1840433.0,
2021-03-17,,,,1845832.0,
2021-03-18,,,,1840889.0,
2021-03-19,,,,1840604.0,
2021-03-22,,,,1840604.0,
2021-03-23,,,,1835154.0,
2021-03-24,,,,1829244.0,
2021-03-25,,,,1835513.0,
2021-03-26,,,,1835263.0,
2021-03-29,,,,1834930.0,
2021-03-30,,,,1831885.0,
2021-03-31,,,,1843116.0,
2021-04-01,,,,1845586.0,
2021-04-02,,,,1855075.0,
2021-04-05,,,,1855075.0,
2021-04-06,,,,1855075.0,
2021-04-07,,,,1863200.0,
2021-04-08,,,,1857303.0,
2021-04-09,,,,1861134.0,
2021-04-12,,,,1861134.0,
2021-04-13,,,,1870826.0,
2021-04-14,,,,1876231.0,
2021-04-15,,,,1875356.0,
2021-04-16,,,,1883915.0,
2021-04-19,,,,1894045.0,
2021-04-20,,,,1898555.0,
2021-04-21,,,,1898277.0,
2021-04-22,,,,1900260.0,
2021-04-23,,,,1900710.0,
2021-04-26,,,,1903825.0,
2021-04-27,,,,1908625.0,
2021-04-28,,,,1918545.0,
2021-04-29,,,,1922815.0,
2021-04-30,,,,1936685.0,
2021-05-03,,,,1945005.0,
2021-05-04,,,,1964845.0,
2021-05-05,,,,1983023.0,
2021-05-06,,,,1984253.0,
2021-05-07,,,,1993853.0,
2021-05-10,,,,1999684.0,
2021-05-11,,,,2005124.0,
2021-05-12,,,,2014770.0,
2021-05-13,,,,2020210.0,
2021-05-14,,,,2018710.0,
2021-05-17,,,,2018660.0,
2021-05-18,,,,2017765.0,
2021-05-19,,,,2028505.0,
2021-05-20,,,,2035721.0,
2021-05-21,,,,2049936.0,
2021-05-24,,,,2067706.0,
2021-05-25,,,,2065506.0,
2021-05-26,,,,2067018.0,
2021-05-27,,,,2066708.0,
2021-05-28,,,,2075788.0,
2021-06-01,,,,2075018.0,
2021-06-02,,,,2079583.0,
2021-06-03,,,,2085890.0,
2021-06-04,,,,2096713.0,
2021-06-07,,,,2106020.0,
2021-06-08,,,,2109297.0,
2021-06-09,,,,2115977.0,
2021-06-10,,,,2124530.0,
2021-06-11,,,,2131727.0,
2021-06-14,,,,2137465.0,
2021-06-15,,,,2139767.0,
2021-06-16,,,,2146156.0,
2021-06-17,,,,2154779.0,
2021-06-18,,,,2162757.0,
2021-06-21,,,,2162757.0,
2021-06-22,,,,2168547.0,
2021-06-23,,,,2175545.0,
2021-06-24,,,,2176947.0,
2021-06-25,,,,2179262.0,
2021-06-28,,,,2178300.0,
2021-06-29,,,,2185878.0,
2021-06-30,,,,2189155.0,
2021-07-01,,,,2171324.0,
2021-07-02,,,,2171324.0,
2021-07-06,,,,2170524.0,
2021-07-07,,,,2160878.0,
2021-07-08,,,,2163375.0,
2021-07-09,,,,2169958.0,
2021-07-12,,,,2174983.0,
2021-07-13,,,,2178088.0,
2021-07-14,,,,2181586.0,
2021-07-15,,,,2185341.0,
2021-07-16,,,,2188158.0,
2021-07-19,,,,2187463.0,
2021-07-20,,,,2187463.0,
2021-07-21,,,,2190238.0,
2021-07-22,,,,2180375.0,
2021-07-23,,,,2177706.0,
2021-07-26,,,,2177406.0,
2021-07-27,,,,2177081.0,
2021-07-28,,,,2176091.0,
2021-07-29,,,,2176206.0,
2021-07-30,,,,2174208.0,
2021-08-02,,,,2176727.0,
2021-08-03,,,,2166691.0,
2021-08-04,,,,2166366.0,
2021-08-05,,,,2161686.0,
2021-08-06,,,,2159236.0,
2021-08-09,,,,2159236.0,
2021-08-10,,,,2161387.0,
2021-08-11,,,,2158987.0,
2021-08-12,,,,2158987.0,
2021-08-13,,,,2161046.0,
2021-08-16,,,,2165748.0,
2021-08-17,,,,2166467.0,
2021-08-18,,,,2161961.0,
2021-08-19,,,,2157568.0,
2021-08-20,,,,2154886.0,
2021-08-23,,,,2154886.0,
2021-08-24,,,,2156236.0,
2021-08-25,,,,2165606.0,
2021-08-26,,,,2165606.0,
2021-08-27,,,,2166001.0,
2021-08-30,,,,2166886.0,
2021-08-31,,,,2165261.0,
2021-09-01,,,,2162806.0,
2021-09-02,,,,2162806.0,
2021-09-03,,,,2162806.0,
2021-09-07,,,,2161675.0,
2021-09-08,,,,2162122.0,
2021-09-09,,,,2162122.0,
2021-09-10,,,,2161747.0,
2021-09-13,,,,2161747.0,
2021-09-14,,,,2161497.0,
2021-09-15,,,,2161172.0,
2021-09-16,,,,2164372.0,
2021-09-17,,,,2164372.0,
2021-09-20,,,,2164017.0,
2021-09-21,,,,2163697.0,
2021-09-22,,,,2144615.0,
2021-09-23,,,,2125990.0,
2021-09-24,,,,2123080.0,
2021-09-27,,,,2121455.0,
2021-09-28,,,,2118855.0,
2021-09-29,,,,2101115.0,
2021-09-30,,,,2089392.0,
2021-10-01,,,,2076557.0,
2021-10-04,,,,2072799.0,
2021-10-05,,,,2039298.0,
2021-10-06,,,,1973016.0,
2021-10-07,,,,1938316.0,
2021-10-08,,,,1943189.0,
2021-10-11,,,,1916704.0,
2021-10-12,,,,1914494.0,
2021-10-13,,,,1912278.0,
2021-10-14,,,,1921804.0,
2021-10-15,,,,1920410.0,
2021-10-18,,,,1921255.0,
2021-10-19,,,,1919892.0,
2021-10-20,,,,1904413.0,
2021-10-21,,,,1909879.0,
2021-10-22,,,,1911834.0,
2021-10-25,,,,1909578.0,
2021-10-26,,,,1889453.0,
2021-10-27,,,,1888044.0,
2021-10-28,,,,1888044.0,
2021-10-29,,,,1879864.0,
2021-11-01,,,,1877375.0,
2021-11-02,,,,1858071.0,
2021-11-03,,,,1864712.0,
2021-11-04,,,,1849501.0,
2021-11-05,,,,1849501.0,
2021-11-08,,,,1841369.0,
2021-11-09,,,,1830964.0,
2021-11-10,,,,1812205.0,
2021-11-11,,,,1798415.0,
2021-11-12,,,,1795845.0,
2021-11-15,,,,1793543.0,
2021-11-16,,,,1793578.0,
2021-11-17,,,,1793293.0,
2021-11-18,,,,1794499.0,
2021-11-19,,,,1775232.0,
2021-11-22,,,,1752968.0,
2021-11-23,,,,1682237.0,
2021-11-24,,,,1680887.0,
2021-11-26,,,,1600908.0,
2021-11-29,,,,1599649.0,
2021-11-30,,,,1599649.0,
2021-12-01,,,,1587222.0,
2021-12-02,,,,1587525.0,
2021-12-03,,,,1593072.0,
2021-12-06,,,,1600374.0,
2021-12-07,,,,1606336.0,
2021-12-08,,,,1602604.0,
2021-12-09,,,,1602705.0,
2021-12-10,,,,1605639.0,
2021-12-13,,,,1604802.0,
2021-12-14,,,,1575113.0,
2021-12-15,,,,1563834.0,
2021-12-16,,,,1554138.0,
2021-12-17,,,,1555363.0,
2021-12-20,,,,1555313.0,
2021-12-21,,,,1546263.0,
2021-12-22,,,,1548338.0,
2021-12-23,,,,1547393.0,
2021-12-27,,,,1546856.0,
2021-12-28,,,,1541399.0,
2021-12-29,,,,1541074.0,
2021-12-30,,,,1541074.0,
2021-12-31,,,,1541074.0,
2022-01-03,,,,1538204.0,
2022-01-04,,,,1535247.0,
2022-01-05,,,,1531803.0,
2022-01-06,,,,1516417.0,
2022-01-07,,,,1506480.0,
2022-01-10,,,,1492657.0,
2022-01-11,,,,1459355.0,
2022-01-12,,,,1432556.0,
2022-01-13,,,,1412316.0,
2022-01-14,,,,1409014.0,
2022-01-18,,,,1387468.0,
2022-01-19,,,,1387468.0,
2022-01-20,,,,1374344.0,
2022-01-21,,,,1358325.0,
2022-01-24,,,,1342791.0,
2022-01-25,,,,1328886.0,
2022-01-26,,,,1311889.0,
2022-01-27,,,,1288344.0,
2022-01-28,,,,1287626.0,
2022-01-31,,,,1218627.0,
2022-02-01,,,,1203501.0,
2022-02-02,,,,1149999.0,
2022-02-03,,,,1133898.0,
2022-02-04,,,,1110084.0,
2022-02-07,,,,1078106.0,
2022-02-08,,,,1060242.0,
2022-02-09,,,,1035863.0,
2022-02-10,,,,1035410.0,
2022-02-11,,,,1035410.0,
2022-02-14,,,,1032749.0,
2022-02-15,,,,1027982.0,
2022-02-16,,,,1028006.0,
2022-02-17,,,,1016629.0,
2022-02-18,,,,1007325.0,
2022-02-21,,,,1011484.0,
2022-02-22,,,,999019.0,
2022-02-23,,,,990990.0,
2022-02-24,,,,980562.0,
2022-02-25,,,,988429.0,
2022-02-28,,,,989389.0,
2022-03-01,,,,996779.0,
2022-03-02,,,,994239.0,
2022-03-03,,,,1003338.0,
2022-03-04,,,,1002588.0,
2022-03-07,,,,992285.0,
2022-03-08,,,,1001144.0,
2022-03-09,,,,1009144.0,
2022-03-10,,,,1021976.0,
2022-03-11,,,,1027688.0,
2022-03-14,,,,1039088.0,
2022-03-15,,,,1060132.0,
2022-03-16,,,,1072292.0,
2022-03-17,,,,1072292.0,
2022-03-18,,,,1085621.0,
2022-03-21,,,,1111056.0,
2022-03-22,,,,1133871.0,
2022-03-23,,,,1140494.0,
2022-03-24,,,,1140064.0,
2022-03-25,,,,1143629.0,
2022-03-28,,,,1122671.0,
2022-03-29,,,,1112566.0,
2022-03-30,,,,1099568.0,
2022-03-31,,,,1080116.0,
2022-04-01,,,,1084842.0,
2022-04-04,,,,1089844.0,
2022-04-05,,,,1091449.0,
2022-04-06,,,,1083023.0,
2022-04-07,,,,1080179.0,
2022-04-08,,,,1077178.0,
2022-04-11,,,,1076813.0,
2022-04-12,,,,1082229.0,
2022-04-13,,,,1077409.0,
2022-04-14,,,,1080558.0,
2022-04-18,,,,1080558.0,
2022-04-19,,,,1092133.0,
2022-04-20,,,,1094277.0,
2022-04-21,,,,1100116.0,
2022-04-22,,,,1105535.0,
