date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-04-13,,,,123356.0,
2020-04-14,,,,196711.0,
2020-04-15,,,,322196.0,
2020-04-16,,,,434250.0,
2020-04-17,,,,507747.0,
2020-04-20,,,,533043.0,
2020-04-22,,,,728828.0,
2020-04-23,,,,859880.0,
2020-04-24,,,,1054272.0,
2020-04-27,,,,1243934.0,
2020-04-28,,,,1442567.0,
2020-04-29,,,,1596438.0,
2020-04-30,,,,1754747.0,
2020-05-04,,,,0.0,
2020-05-05,,,,43059.0,
2020-05-06,,,,43059.0,
2020-05-07,,,,88740.0,
2020-05-08,,,,271496.0,
2020-05-13,,,,271496.0,
2020-05-14,,,,271496.0,
2020-05-15,,,,453636.0,
2020-05-18,,,,540999.0,
2020-05-19,,,,696928.0,
2020-05-20,,,,861400.0,
2020-05-21,955322.0,955322.0,955322.0,955322.0,0.0
2020-05-22,1100191.0,1100191.0,1100191.0,1100191.0,0.0
2020-05-25,1121801.0,1121801.0,1121801.0,1121801.0,0.0
2020-05-26,1136412.0,1136412.0,1136412.0,1136412.0,0.0
2020-05-27,1266994.0,1266994.0,1266994.0,1266994.0,0.0
2020-05-28,1563034.0,1563034.0,1563034.0,1563034.0,0.0
2020-05-29,1689100.0,1689100.0,1689100.0,1689100.0,0.0
2020-06-01,1799172.0,1799172.0,1799172.0,0.0,0.0
2020-06-02,1866864.0,1866864.0,1866864.0,0.0,0.0
2020-06-03,1958878.0,1958878.0,1958878.0,8934.0,0.0
2020-06-04,1958878.0,1958878.0,1958878.0,32611.0,0.0
2020-06-05,1958878.0,2198707.0,1958878.0,46658.0,
2020-06-10,2198707.0,2198707.0,2198707.0,198055.0,0.0
2020-06-12,2198707.0,2198707.0,2198707.0,271078.0,0.0
2020-06-15,291825.0,291825.0,291825.0,291825.0,0.0
2020-06-16,420445.0,420445.0,420445.0,420445.0,0.0
2020-06-17,505241.0,505241.0,505241.0,505241.0,0.0
2020-06-18,574746.0,574746.0,574746.0,574746.0,0.0
2020-06-19,595880.0,595880.0,595880.0,595880.0,0.0
2020-06-22,684027.0,684027.0,684027.0,684027.0,0.0
2020-06-23,818640.0,818640.0,818640.0,818640.0,0.0
2020-06-24,894797.0,894797.0,894797.0,894797.0,0.0
2020-06-25,996597.0,996597.0,996597.0,996597.0,0.0
2020-06-26,1022914.0,1022914.0,1022914.0,1022914.0,0.0
2020-06-29,1040265.0,1040265.0,1040265.0,1040265.0,
2020-06-30,1211001.0,1211001.0,1211001.0,1211001.0,0.0
2020-07-01,1380421.0,1380421.0,1380421.0,440.0,0.0
2020-07-02,1418925.0,1418925.0,1418925.0,1400.0,0.0
2020-07-03,1418925.0,1586235.0,1418925.0,14365.0,0.0
2020-07-06,1586235.0,1586235.0,1586235.0,32003.0,0.0
2020-07-07,1586235.0,1586235.0,1586235.0,67649.0,0.0
2020-07-08,,,,67649.0,
2020-07-14,,,,385828.0,
2020-07-16,,,,498660.0,
2020-07-17,,,,533990.0,
2020-07-20,,,,580784.0,
2020-07-21,,,,703242.0,
2020-07-22,,,,842460.0,
2020-07-23,,,,915270.0,
2020-07-24,,,,971016.0,
2020-07-27,,,,1176156.0,
2020-07-28,,,,1318929.0,
2020-07-29,,,,1396757.0,
2020-07-30,,,,1553683.0,
2020-07-31,,,,1648810.0,
2020-08-03,,,,0.0,
2020-08-04,,,,4579.0,
2020-08-05,,,,64747.0,
2020-08-06,,,,75946.0,
2020-08-07,,,,87275.0,
2020-08-12,,,,307410.0,
2020-08-13,,,,367393.0,
2020-08-14,,,,420114.0,
2020-08-17,,,,565690.0,
2020-08-18,,,,658952.0,
2020-08-19,,,,806748.0,
2020-08-20,,,,891092.0,
2020-08-21,,,,982498.0,
2020-08-24,,,,1055997.0,
2020-08-25,,,,1175937.0,
2020-08-26,,,,1362246.0,
2020-08-27,,,,1471190.0,
2020-08-28,,,,1565742.0,
2020-08-31,,,,1722271.0,
2020-09-01,,,,0.0,
2020-09-02,,,,3183.0,
2020-09-03,,,,9196.0,
2020-09-04,,,,36925.0,
2020-09-08,,,,36925.0,
2020-09-09,,,,36925.0,
2020-09-15,,,,556068.0,
2020-09-16,,,,643568.0,
2020-09-17,,,,783227.0,
2020-09-18,,,,878413.0,
2020-09-21,,,,998904.0,
2020-09-22,,,,1172084.0,
2020-09-23,,,,1245491.0,
2020-09-24,,,,1418199.0,
2020-09-25,,,,1655282.0,
2020-09-28,,,,1787886.0,
2020-09-29,,,,1915414.0,
2020-09-30,,,,2056288.0,
2020-10-01,,,,0.0,
2020-10-02,,,,20549.0,
2020-10-05,,,,35315.0,
2020-10-06,,,,71589.0,
2020-10-07,,,,127467.0,
2020-10-14,,,,425707.0,
2020-10-15,,,,546816.0,
2020-10-16,,,,635322.0,
2020-10-19,,,,764470.0,
2020-10-20,,,,905402.0,
2020-10-21,,,,1026891.0,
2020-10-22,,,,1164053.0,
2020-10-23,,,,1234677.0,
2020-10-26,,,,1499934.0,
2020-10-27,,,,1686995.0,
2020-10-28,,,,1806202.0,
2020-10-29,,,,1873860.0,
2020-10-30,,,,2043178.0,
2020-11-03,,,,1319.0,
2020-11-04,,,,30236.0,
2020-11-05,,,,83508.0,
2020-11-06,,,,147683.0,
2020-11-09,,,,181607.0,
2020-11-11,,,,330788.0,
2020-11-12,,,,445692.0,
2020-11-13,,,,555565.0,
2020-11-16,,,,665013.0,
2020-11-17,,,,732942.0,
2020-11-18,,,,1021573.0,
2020-11-19,,,,1296139.0,
2020-11-20,,,,1303982.0,
2020-11-23,,,,1421111.0,
2020-11-24,,,,1660039.0,
2020-11-25,,,,1967545.0,
2020-11-26,,,,2193071.0,
2020-11-27,,,,2311842.0,
2020-12-01,,,,1600.0,
2020-12-02,,,,34178.0,
2020-12-04,,,,34498.0,
2020-12-07,,,,92131.0,
2020-12-09,,,,228095.0,
2020-12-10,,,,349443.0,
2020-12-11,,,,415100.0,
2020-12-14,,,,499284.0,
2020-12-15,,,,653855.0,
2020-12-16,,,,808219.0,
2020-12-17,,,,1018248.0,
2020-12-18,,,,1181240.0,
